1.png	[{"transcription": "IBKWM센터 광주", "points": [[484, 65], [2676, 65], [2676, 295], [484, 295]]}, {"transcription": "|BK기업은행", "points": [[2783, 69], [3348, 61], [3350, 161], [2784, 169]]}, {"transcription": "|BK투자증권", "points": [[2791, 165], [3364, 165], [3364, 266], [2791, 266]]}]
570.png	[{"transcription": "약탕국피", "points": [[304, 233], [496, 233], [496, 583], [304, 583]]}, {"transcription": "무등왕돈까스", "points": [[717, 304], [2523, 605], [2472, 924], [666, 623]]}, {"transcription": "전자 팡족행", "points": [[2746, 653], [3369, 772], [3333, 965], [2711, 846]]}, {"transcription": "062384-0502", "points": [[2779, 877], [3344, 967], [3329, 1068], [2764, 979]]}]
572.png	[{"transcription": "국리소싸마리국원", "points": [[0, 121], [2587, 7], [2626, 884], [0, 932]]}]
573.png	[{"transcription": "한품빙명족발", "points": [[335, 381], [3609, 144], [3656, 853], [382, 1066]]}]
574.png	[{"transcription": "C&C", "points": [[1143, 261], [1422, 237], [1432, 369], [1154, 393]]}, {"transcription": "Coffee & Cake", "points": [[419, 498], [2130, 370], [2148, 610], [436, 738]]}, {"transcription": "커피&게의", "points": [[1894, 641], [2167, 623], [2172, 705], [1899, 723]]}]
575.png	[]
576.png	[{"transcription": "SangMu Game Lone", "points": [[264, 176], [1033, 155], [1036, 258], [266, 279]]}, {"transcription": "상무계임존", "points": [[470, 223], [2903, 169], [2912, 576], [479, 631]]}, {"transcription": "상무점", "points": [[3128, 541], [3302, 541], [3302, 613], [3128, 613]]}, {"transcription": "창의문의 9104805-958", "points": [[196, 640], [616, 640], [616, 730], [196, 730]]}]
577.png	[{"transcription": "중어", "points": [[296, 658], [1839, 1218], [1603, 1869], [60, 1308]]}]
578.png	[{"transcription": "피m파", "points": [[99, 78], [666, 85], [652, 1296], [85, 1289]]}, {"transcription": "소주닭", "points": [[46, 1252], [727, 1282], [710, 1674], [29, 1644]]}, {"transcription": "향바이봐이는", "points": [[73, 1655], [684, 1680], [678, 1840], [66, 1815]]}, {"transcription": "전맛족은룸", "points": [[107, 1815], [642, 1837], [636, 1987], [101, 1964]]}, {"transcription": "2추으토타 오세교", "points": [[36, 1967], [708, 1997], [702, 2155], [29, 2124]]}, {"transcription": "예약", "points": [[244, 2206], [533, 2206], [533, 2332], [244, 2332]]}, {"transcription": "372-0881", "points": [[58, 2322], [707, 2341], [703, 2501], [54, 2482]]}]
579.png	[{"transcription": "레구이", "points": [[44, 265], [475, 272], [473, 443], [41, 437]]}, {"transcription": "전문점", "points": [[110, 430], [434, 456], [421, 603], [96, 577]]}, {"transcription": "회포타", "points": [[25, 1670], [474, 1682], [468, 1852], [19, 1839]]}, {"transcription": "OKSE네수한 mOEWA가방", "points": [[53, 1944], [452, 1960], [450, 2011], [51, 1995]]}, {"transcription": "cainE", "points": [[73, 1992], [165, 2001], [161, 2035], [69, 2026]]}, {"transcription": "S00o방술", "points": [[322, 2012], [407, 2012], [407, 2029], [322, 2029]]}, {"transcription": "상문점", "points": [[122, 2118], [398, 2127], [394, 2224], [118, 2215]]}]
58.png	[{"transcription": "W단비치안경콘택트", "points": [[248, 68], [2609, 101], [2607, 320], [245, 287]]}, {"transcription": "정액정", "points": [[2850, 87], [3075, 87], [3075, 169], [2850, 169]]}, {"transcription": "135 취52", "points": [[2838, 153], [3761, 198], [3753, 372], [2831, 326]]}, {"transcription": "Dayich OpticaChain", "points": [[1050, 324], [1479, 324], [1479, 383], [1050, 383]]}]
580.png	[{"transcription": "땡!", "points": [[136, 450], [648, 377], [671, 535], [159, 607]]}, {"transcription": "뚱까", "points": [[267, 564], [650, 543], [660, 712], [277, 733]]}, {"transcription": "룸제", "points": [[151, 715], [668, 719], [658, 1920], [142, 1916]]}, {"transcription": "3F", "points": [[225, 1937], [533, 1937], [533, 2120], [225, 2120]]}]
581.png	[{"transcription": "국전e행노", "points": [[86, 195], [518, 195], [518, 1653], [86, 1653]]}]
583.png	[{"transcription": "unm~", "points": [[69, 136], [230, 139], [215, 872], [54, 869]]}, {"transcription": "10F", "points": [[50, 953], [186, 953], [186, 1016], [50, 1016]]}]
585.png	[{"transcription": "0사6가o", "points": [[1812, 306], [2553, 207], [2570, 341], [1830, 440]]}, {"transcription": "고차", "points": [[1338, 406], [1724, 338], [1743, 449], [1357, 517]]}, {"transcription": "사루전공나이트", "points": [[261, 749], [3312, 338], [3370, 772], [319, 1184]]}]
586.png	[{"transcription": "떡마뜸마!S노래홀", "points": [[581, 101], [2938, 112], [2937, 312], [580, 302]]}, {"transcription": "m", "points": [[2997, 148], [3079, 115], [3142, 243], [3061, 275]]}, {"transcription": "P", "points": [[389, 177], [415, 177], [415, 213], [389, 213]]}, {"transcription": "3", "points": [[3305, 217], [3434, 191], [3470, 329], [3340, 355]]}]
587.png	[{"transcription": "BUESOJUIROOM", "points": [[406, 64], [3261, 104], [3259, 324], [404, 284]]}]
588.png	[{"transcription": "가맹문의", "points": [[17, 28], [87, 24], [89, 55], [19, 59]]}, {"transcription": "022-375", "points": [[13, 45], [137, 49], [136, 85], [12, 81]]}, {"transcription": "김영희", "points": [[187, 83], [590, 83], [590, 253], [187, 253]]}, {"transcription": "동태집", "points": [[772, 98], [1223, 22], [1266, 251], [815, 327]]}, {"transcription": "강남", "points": [[564, 118], [801, 122], [799, 236], [562, 233]]}, {"transcription": "꼬막상무점 371-9592", "points": [[533, 294], [883, 302], [882, 342], [532, 334]]}]
589.png	[{"transcription": "국", "points": [[785, 31], [956, 31], [956, 209], [785, 209]]}, {"transcription": "LUXURY", "points": [[295, 96], [769, 101], [768, 197], [294, 193]]}, {"transcription": "SOIUROOM", "points": [[299, 215], [944, 222], [943, 303], [298, 297]]}]
59.png	[{"transcription": "V라인S라인프리미업자인의원", "points": [[500, 155], [3728, 357], [3712, 586], [484, 385]]}]
590.png	[{"transcription": "수림그린원드", "points": [[18, 40], [1157, 24], [1160, 194], [20, 210]]}]
594.png	[{"transcription": "K T70", "points": [[2591, 153], [2774, 158], [2762, 562], [2580, 557]]}, {"transcription": "주", "points": [[59, 296], [1026, 363], [974, 1138], [7, 1085]]}, {"transcription": "#소주방", "points": [[715, 355], [2507, 113], [2578, 662], [786, 904]]}, {"transcription": "수", "points": [[544, 822], [802, 822], [802, 1020], [544, 1020]]}]
595.png	[{"transcription": "더품고맛", "points": [[221, 183], [2503, 120], [2519, 767], [238, 830]]}]
596.png	[{"transcription": "BLUE", "points": [[603, 302], [1683, 150], [1737, 545], [657, 698]]}, {"transcription": "블루소주룸", "points": [[221, 770], [1989, 552], [2035, 942], [268, 1160]]}, {"transcription": "투회주", "points": [[38, 1053], [244, 1039], [250, 1125], [44, 1139]]}]
597.png	[{"transcription": "BAR3F", "points": [[940, 734], [1608, 597], [1650, 799], [983, 936]]}]
598.png	[{"transcription": "TELRYLT", "points": [[1773, 203], [1840, 170], [1859, 208], [1792, 242]]}, {"transcription": "TERRA", "points": [[1704, 594], [1865, 547], [1886, 616], [1724, 664]]}, {"transcription": "5BARO석", "points": [[435, 611], [1542, 285], [1620, 549], [512, 875]]}, {"transcription": "10", "points": [[1300, 743], [1474, 693], [1510, 819], [1336, 869]]}, {"transcription": "청정하진", "points": [[496, 958], [1234, 730], [1298, 938], [560, 1166]]}, {"transcription": "미RO", "points": [[165, 1167], [351, 1108], [377, 1189], [191, 1248]]}, {"transcription": "든국게!", "points": [[173, 1218], [459, 1136], [486, 1230], [200, 1312]]}, {"transcription": "가전w아복e0w", "points": [[207, 1295], [438, 1227], [448, 1259], [216, 1327]]}]
599.png	[{"transcription": "마피", "points": [[1508, 183], [2093, 154], [2140, 1092], [1555, 1121]]}, {"transcription": "A", "points": [[393, 975], [864, 975], [864, 1654], [393, 1654]]}, {"transcription": "주룸", "points": [[659, 1026], [2172, 887], [2258, 1812], [744, 1951]]}, {"transcription": "0", "points": [[431, 2054], [460, 2054], [460, 2075], [431, 2075]]}, {"transcription": "9", "points": [[221, 2064], [247, 2064], [247, 2088], [221, 2088]]}, {"transcription": "BLUE소주룸닭", "points": [[537, 2059], [1804, 1993], [1821, 2317], [554, 2382]]}]
6.png	[{"transcription": "TIMESTOWER", "points": [[58, 58], [3173, 114], [3168, 477], [52, 439]]}]
60.png	[{"transcription": "플라잉필라테스요가574-0T24", "points": [[43, 33], [3080, 265], [3066, 438], [29, 242]]}]
601.png	[{"transcription": "느T표룸소주방376-97", "points": [[396, 57], [2752, 132], [2748, 298], [392, 223]]}]
602.png	[{"transcription": "진야아수문", "points": [[55, 35], [129, 34], [138, 398], [63, 400]]}, {"transcription": "ㄹ일리학원", "points": [[56, 422], [176, 422], [176, 464], [56, 464]]}, {"transcription": "4", "points": [[62, 472], [165, 469], [167, 534], [63, 537]]}]
605.png	[{"transcription": "불라음#룸소주방", "points": [[588, 72], [2222, 158], [2214, 283], [581, 196]]}]
606.png	[{"transcription": "킹덤오락실", "points": [[569, 18], [1202, 18], [1202, 167], [569, 167]]}, {"transcription": "킹덤코인노래연습장1F", "points": [[1629, 17], [2789, 44], [2786, 190], [1626, 163]]}]
607.png	[{"transcription": "D", "points": [[241, 194], [322, 208], [288, 413], [207, 400]]}, {"transcription": "국점탕", "points": [[180, 398], [346, 424], [246, 1070], [79, 1044]]}, {"transcription": "룸소주", "points": [[43, 1131], [236, 1138], [234, 1191], [41, 1184]]}, {"transcription": "23F", "points": [[24, 1265], [228, 1265], [228, 1346], [24, 1346]]}]
608.png	[{"transcription": "물음표", "points": [[219, 552], [836, 686], [784, 924], [167, 790]]}, {"transcription": "룸소주방", "points": [[237, 815], [792, 949], [763, 1064], [209, 930]]}, {"transcription": "유흥주점4F", "points": [[761, 1063], [923, 1101], [915, 1136], [753, 1099]]}]
609.png	[{"transcription": "소주호프특소록방", "points": [[45, 68], [315, 175], [300, 213], [31, 106]]}, {"transcription": "40", "points": [[340, 239], [681, 312], [638, 513], [297, 440]]}, {"transcription": "포텐", "points": [[249, 401], [400, 443], [378, 522], [227, 479]]}, {"transcription": "POTENT", "points": [[455, 476], [580, 521], [568, 555], [442, 510]]}, {"transcription": "MUsIcTowN", "points": [[458, 511], [671, 582], [658, 620], [446, 549]]}, {"transcription": "3F", "points": [[775, 634], [860, 653], [846, 721], [760, 703]]}]
61.png	[{"transcription": "V라인S라인표리미엄자인의원", "points": [[542, 181], [3856, 203], [3854, 430], [541, 408]]}]
612.png	[{"transcription": "느길표", "points": [[194, 781], [1017, 840], [994, 1175], [170, 1116]]}, {"transcription": "룸소주방", "points": [[227, 1280], [932, 1307], [926, 1480], [221, 1453]]}]
613.png	[{"transcription": "아랑장", "points": [[307, 69], [644, 100], [633, 226], [296, 194]]}]
614.png	[{"transcription": "첨린", "points": [[456, 49], [1516, 128], [1482, 586], [421, 507]]}, {"transcription": "ON", "points": [[888, 752], [1099, 773], [1085, 904], [875, 882]]}, {"transcription": "라이트", "points": [[18, 1216], [1972, 1369], [1930, 1908], [0, 1755]]}]
618.png	[{"transcription": "양어", "points": [[117, 308], [179, 312], [177, 345], [115, 341]]}, {"transcription": "바볶테주닭", "points": [[10, 342], [188, 345], [186, 460], [8, 457]]}]
619.png	[{"transcription": "룸대", "points": [[24, 46], [220, 44], [222, 206], [26, 208]]}, {"transcription": "무미탕", "points": [[0, 182], [211, 160], [231, 333], [17, 355]]}, {"transcription": "평의", "points": [[137, 335], [193, 335], [193, 361], [137, 361]]}, {"transcription": "블로소주점", "points": [[6, 359], [220, 362], [218, 484], [4, 481]]}]
62.png	[{"transcription": "플라잉필라테스요가S국구4-07", "points": [[58, 32], [2866, 174], [2859, 365], [51, 226]]}]
623.png	[{"transcription": "3BARt", "points": [[1114, 77], [1546, 91], [1542, 248], [1109, 234]]}]
624.png	[{"transcription": "및eG", "points": [[79, 146], [151, 200], [122, 238], [51, 184]]}, {"transcription": "행", "points": [[59, 224], [99, 191], [159, 265], [119, 298]]}, {"transcription": "서홈계e", "points": [[59, 270], [138, 275], [116, 614], [38, 609]]}, {"transcription": "3F", "points": [[25, 595], [107, 595], [107, 679], [25, 679]]}]
626.png	[{"transcription": "라그린원트", "points": [[178, 36], [1007, 23], [1009, 179], [180, 191]]}]
627.png	[{"transcription": "T", "points": [[149, 131], [189, 174], [169, 195], [129, 153]]}, {"transcription": "TTF/T6+", "points": [[84, 179], [179, 183], [150, 937], [55, 933]]}]
63.png	[{"transcription": "대신증권B", "points": [[1403, 156], [2098, 131], [2102, 268], [1407, 293]]}, {"transcription": "무헤M4E 2F", "points": [[2886, 168], [3250, 149], [3254, 229], [2889, 248]]}, {"transcription": "Daishin Teurites", "points": [[388, 279], [792, 264], [794, 340], [390, 354]]}]
630.png	[{"transcription": "라사소주방", "points": [[1023, 59], [2341, 68], [2337, 577], [1019, 568]]}, {"transcription": "블탕", "points": [[72, 115], [1070, 115], [1070, 1117], [72, 1117]]}, {"transcription": "척고국 인테리", "points": [[1109, 565], [2209, 498], [2221, 695], [1121, 762]]}, {"transcription": "컬고국쿡음#시스텔", "points": [[1050, 741], [2268, 697], [2275, 877], [1057, 920]]}, {"transcription": "2츠으로 오세요", "points": [[1144, 910], [2190, 885], [2194, 1047], [1148, 1072]]}]
632.png	[{"transcription": "국x", "points": [[57, 98], [253, 101], [243, 773], [46, 770]]}, {"transcription": "3F", "points": [[89, 831], [210, 831], [210, 981], [89, 981]]}, {"transcription": "콘문", "points": [[76, 1084], [241, 1092], [225, 1364], [60, 1355]]}, {"transcription": "미A", "points": [[79, 1301], [272, 1347], [225, 1523], [32, 1478]]}]
633.png	[{"transcription": "야판장", "points": [[863, 165], [1651, 140], [1660, 433], [872, 458]]}, {"transcription": "G", "points": [[414, 259], [456, 259], [456, 306], [414, 306]]}]
634.png	[{"transcription": "그린", "points": [[46, 131], [336, 113], [349, 308], [59, 327]]}, {"transcription": "ON", "points": [[154, 470], [245, 470], [245, 549], [154, 549]]}, {"transcription": "라이트", "points": [[0, 732], [413, 714], [421, 906], [3, 924]]}]
636.png	[{"transcription": "소주호프룸소주방", "points": [[92, 359], [428, 282], [437, 323], [101, 400]]}, {"transcription": "3F", "points": [[1375, 375], [1494, 341], [1514, 415], [1395, 449]]}, {"transcription": "포텐문직타운", "points": [[194, 426], [1261, 189], [1294, 347], [227, 584]]}, {"transcription": "도우미사점", "points": [[1194, 435], [1364, 400], [1373, 450], [1203, 485]]}]
64.png	[{"transcription": "SETWANT", "points": [[38, 91], [142, 77], [145, 102], [41, 116]]}, {"transcription": "헤! 헤!", "points": [[40, 146], [154, 106], [306, 584], [192, 623]]}, {"transcription": "떡국왕#", "points": [[198, 611], [331, 602], [337, 696], [204, 705]]}]
640.png	[{"transcription": "유흥주점", "points": [[928, 39], [1201, 42], [1200, 114], [928, 111]]}, {"transcription": "줄까", "points": [[279, 52], [944, 44], [947, 319], [282, 327]]}, {"transcription": "노래홀", "points": [[3, 334], [1187, 293], [1202, 735], [19, 774]]}]
641.png	[{"transcription": "o", "points": [[304, 395], [928, 405], [926, 556], [302, 546]]}, {"transcription": "HOPLUUNSE", "points": [[357, 598], [814, 613], [811, 695], [354, 680]]}, {"transcription": "2F", "points": [[970, 804], [1094, 804], [1094, 919], [970, 919]]}, {"transcription": "트", "points": [[587, 866], [602, 866], [602, 887], [587, 887]]}]
642.png	[{"transcription": "BLACKLADY", "points": [[31, 204], [220, 207], [220, 251], [30, 248]]}, {"transcription": "피고과국s전", "points": [[54, 271], [186, 273], [180, 881], [48, 880]]}, {"transcription": "홀덕펍", "points": [[24, 929], [207, 933], [206, 1023], [22, 1020]]}, {"transcription": "3F", "points": [[36, 1058], [187, 1058], [187, 1175], [36, 1175]]}]
643.png	[]
644.png	[{"transcription": "시전", "points": [[206, 81], [555, 81], [555, 212], [206, 212]]}, {"transcription": "SOJUHIGH-BALL", "points": [[1067, 126], [1337, 134], [1336, 185], [1066, 177]]}, {"transcription": "-", "points": [[71, 143], [94, 143], [94, 159], [71, 159]]}, {"transcription": "SAKEBER", "points": [[1069, 170], [1262, 176], [1261, 224], [1068, 219]]}, {"transcription": "IZAKAYA", "points": [[288, 216], [491, 224], [490, 263], [287, 255]]}, {"transcription": "Ta", "points": [[520, 235], [555, 235], [555, 254], [520, 254]]}, {"transcription": "록주", "points": [[692, 230], [792, 230], [792, 263], [692, 263]]}, {"transcription": "faG", "points": [[828, 242], [850, 242], [850, 258], [828, 258]]}, {"transcription": "IZAKAYA", "points": [[902, 235], [1062, 235], [1062, 267], [902, 267]]}, {"transcription": "HE약주", "points": [[1275, 240], [1347, 240], [1347, 272], [1275, 272]]}, {"transcription": "IZAKNYA", "points": [[1480, 242], [1620, 242], [1620, 274], [1480, 274]]}, {"transcription": "IZAKAYA", "points": [[1774, 247], [1913, 247], [1913, 279], [1774, 279]]}]
645.png	[{"transcription": "시/티25", "points": [[445, 144], [784, 158], [780, 258], [441, 243]]}, {"transcription": "25:200City", "points": [[204, 161], [423, 173], [420, 221], [202, 210]]}, {"transcription": "룸소주방", "points": [[94, 324], [790, 368], [777, 569], [82, 525]]}, {"transcription": "24시영업", "points": [[74, 602], [601, 613], [599, 724], [72, 713]]}, {"transcription": "3F", "points": [[622, 620], [755, 623], [753, 722], [620, 719]]}]
646.png	[{"transcription": "//", "points": [[58, 328], [107, 331], [77, 873], [28, 870]]}]
647.png	[{"transcription": "술마시는", "points": [[34, 17], [162, 28], [159, 63], [31, 52]]}, {"transcription": "시터25룸", "points": [[59, 88], [820, 133], [811, 302], [50, 257]]}, {"transcription": "소주방", "points": [[829, 114], [1416, 145], [1406, 346], [819, 315]]}, {"transcription": "3F", "points": [[1402, 210], [1561, 210], [1561, 316], [1402, 316]]}, {"transcription": "ROOM SOJU", "points": [[854, 256], [1110, 267], [1108, 319], [852, 308]]}, {"transcription": "T385-3706", "points": [[1372, 312], [1597, 323], [1595, 375], [1369, 364]]}]
648.png	[{"transcription": "PANDORA", "points": [[46, 19], [449, 15], [449, 77], [47, 81]]}, {"transcription": "룸소주방 2F", "points": [[66, 112], [410, 105], [411, 164], [68, 171]]}]
649.png	[{"transcription": "B노래왕국", "points": [[9, 10], [672, 31], [668, 162], [5, 142]]}, {"transcription": "D", "points": [[764, 93], [788, 103], [773, 136], [748, 126]]}, {"transcription": "지하", "points": [[762, 146], [815, 146], [815, 172], [762, 172]]}]
65.png	[{"transcription": "노룸레스", "points": [[20, 34], [123, 22], [126, 50], [23, 62]]}, {"transcription": "화히체에KO피", "points": [[48, 66], [115, 43], [224, 379], [157, 402]]}, {"transcription": "광주지사", "points": [[136, 397], [258, 386], [260, 414], [139, 425]]}, {"transcription": "7165080", "points": [[141, 427], [263, 416], [265, 443], [143, 454]]}]
650.png	[{"transcription": "PANDORA소주룸", "points": [[58, 61], [1895, 123], [1889, 321], [52, 259]]}, {"transcription": "상무 373-5538 2F", "points": [[1528, 332], [1891, 344], [1890, 396], [1527, 384]]}]
656.png	[{"transcription": "C학", "points": [[0, 54], [986, 0], [1071, 580], [52, 721]]}, {"transcription": "룸소주방", "points": [[894, 208], [2631, 88], [2656, 481], [919, 601]]}, {"transcription": "P", "points": [[901, 288], [1016, 288], [1016, 416], [901, 416]]}]
657.png	[{"transcription": "학학a", "points": [[1135, 132], [2422, 142], [2419, 446], [1133, 436]]}, {"transcription": "i-s", "points": [[1508, 487], [1962, 487], [1962, 616], [1508, 616]]}]
658.png	[{"transcription": "H", "points": [[487, 25], [1131, 38], [1128, 200], [484, 187]]}, {"transcription": "T", "points": [[676, 295], [897, 295], [897, 381], [676, 381]]}, {"transcription": "SOJU S2 ROOM", "points": [[74, 509], [1643, 525], [1641, 719], [72, 703]]}]
659.png	[{"transcription": "DA", "points": [[846, 367], [865, 367], [865, 385], [846, 385]]}, {"transcription": " 2", "points": [[894, 364], [924, 364], [924, 387], [894, 387]]}, {"transcription": "7", "points": [[981, 591], [1086, 557], [1123, 670], [1018, 704]]}, {"transcription": "& ", "points": [[840, 607], [887, 607], [887, 662], [840, 662]]}, {"transcription": "복", "points": [[401, 746], [1353, 778], [1335, 1303], [382, 1271]]}]
66.png	[{"transcription": "BODYFRIEND", "points": [[1440, 251], [2708, 217], [2715, 428], [1446, 462]]}]
67.png	[{"transcription": "상무wM", "points": [[3689, 206], [3970, 176], [3977, 255], [3697, 285]]}, {"transcription": "대신증권", "points": [[1598, 233], [2332, 198], [2340, 376], [1605, 412]]}, {"transcription": "Daishin Securities", "points": [[215, 415], [755, 386], [760, 477], [220, 506]]}]
68.png	[{"transcription": "정액정찰제", "points": [[363, 11], [548, 6], [550, 58], [365, 63]]}, {"transcription": "다비치안경콘택트", "points": [[1095, 29], [1940, 33], [1939, 141], [1094, 137]]}, {"transcription": "13/579 한의", "points": [[359, 51], [803, 69], [799, 148], [355, 130]]}, {"transcription": "상문점", "points": [[2048, 139], [2119, 139], [2119, 172], [2048, 172]]}, {"transcription": "DAVICHLENS", "points": [[254, 151], [577, 151], [577, 198], [254, 198]]}, {"transcription": "Davich optical Chain", "points": [[1269, 151], [1478, 147], [1479, 176], [1270, 181]]}, {"transcription": "CA", "points": [[363, 166], [470, 166], [470, 187], [363, 187]]}]
69.png	[{"transcription": "A성원", "points": [[80, 42], [187, 42], [187, 62], [80, 62]]}, {"transcription": "사acer", "points": [[157, 58], [254, 58], [254, 78], [157, 78]]}, {"transcription": "강남어학원", "points": [[464, 81], [879, 81], [879, 172], [464, 172]]}, {"transcription": "GN", "points": [[280, 102], [379, 102], [379, 154], [280, 154]]}, {"transcription": "sluds", "points": [[371, 121], [434, 121], [434, 155], [371, 155]]}, {"transcription": "3046090", "points": [[874, 164], [1073, 160], [1075, 239], [875, 243]]}]
7.png	[{"transcription": "Te", "points": [[170, 5], [691, 48], [669, 313], [148, 270]]}, {"transcription": "주", "points": [[566, 131], [594, 131], [594, 177], [566, 177]]}, {"transcription": "굿테손해보협", "points": [[2743, 181], [3148, 173], [3149, 243], [2744, 251]]}]
70.png	[{"transcription": "V라인S라인프리미업자인의원", "points": [[293, 87], [2058, 166], [2053, 274], [289, 196]]}]
71.png	[{"transcription": "GN", "points": [[188, 58], [338, 71], [334, 132], [183, 119]]}, {"transcription": "강남어학원", "points": [[492, 76], [1201, 129], [1194, 238], [485, 186]]}, {"transcription": "stuely", "points": [[339, 91], [431, 100], [427, 149], [335, 140]]}, {"transcription": "상단품닭380-5000", "points": [[1268, 146], [1808, 189], [1804, 261], [1263, 218]]}]
72.png	[{"transcription": "YOGA-FORREST", "points": [[61, 29], [1380, 168], [1368, 285], [50, 146]]}, {"transcription": "574-0724", "points": [[1362, 183], [1714, 217], [1709, 281], [1356, 247]]}]
73.png	[{"transcription": "주올댓강사", "points": [[31, 21], [694, 101], [687, 174], [23, 94]]}, {"transcription": "올댓스피치교육원", "points": [[682, 102], [1601, 207], [1594, 280], [674, 174]]}, {"transcription": "372 0203", "points": [[1293, 248], [1615, 277], [1610, 333], [1289, 305]]}]
74.png	[{"transcription": "GANGNAM", "points": [[74, 229], [337, 218], [339, 277], [76, 288]]}, {"transcription": "ENGLISHLANGUAGE", "points": [[71, 268], [542, 257], [544, 326], [73, 336]]}, {"transcription": "강남어학원", "points": [[1115, 296], [2397, 255], [2407, 561], [1125, 603]]}, {"transcription": "ACADEMY", "points": [[68, 329], [302, 329], [302, 388], [68, 388]]}, {"transcription": "GN", "points": [[636, 390], [887, 380], [893, 537], [642, 546]]}, {"transcription": "stule", "points": [[878, 444], [1050, 444], [1050, 541], [878, 541]]}, {"transcription": "서광주캠퍼스", "points": [[2566, 587], [2901, 587], [2901, 665], [2566, 665]]}, {"transcription": "3F", "points": [[2920, 610], [3054, 610], [3054, 727], [2920, 727]]}, {"transcription": "380-5000", "points": [[2474, 669], [2909, 658], [2911, 750], [2476, 761]]}]
76.png	[{"transcription": "강남어학원", "points": [[820, 57], [2016, 77], [2013, 287], [817, 267]]}, {"transcription": "Ttuo", "points": [[576, 110], [746, 125], [739, 208], [570, 193]]}, {"transcription": "상품주산", "points": [[2120, 150], [2311, 161], [2306, 269], [2115, 259]]}, {"transcription": "380-5000", "points": [[2288, 169], [3027, 192], [3024, 290], [2285, 267]]}]
77.png	[{"transcription": "YOGA-FORREST", "points": [[61, 24], [2137, 144], [2125, 332], [49, 212]]}, {"transcription": "574-0724", "points": [[2172, 189], [2755, 214], [2751, 307], [2168, 283]]}]
78.png	[{"transcription": "주올댓강사", "points": [[37, 27], [1017, 102], [1008, 204], [27, 128]]}, {"transcription": "올댓스피치교육원", "points": [[1065, 107], [2478, 186], [2471, 303], [1057, 223]]}, {"transcription": "3720203", "points": [[2040, 283], [2485, 312], [2480, 370], [2036, 341]]}]
8.png	[{"transcription": "숯신영증권", "points": [[50, 42], [1353, 50], [1351, 284], [48, 276]]}]
80.png	[{"transcription": "해의", "points": [[1675, 0], [2942, 147], [2880, 800], [1589, 634]]}, {"transcription": "한우암소", "points": [[524, 136], [1646, 136], [1646, 423], [524, 423]]}, {"transcription": "숯불구이", "points": [[539, 433], [1630, 426], [1631, 710], [541, 717]]}, {"transcription": "T375-0009", "points": [[2215, 729], [2689, 715], [2693, 822], [2219, 835]]}, {"transcription": "삼김살", "points": [[518, 741], [1634, 741], [1634, 1028], [518, 1028]]}]
81.png	[{"transcription": "원F", "points": [[748, 307], [1275, 159], [1360, 436], [834, 584]]}, {"transcription": "학", "points": [[1313, 313], [1507, 313], [1507, 464], [1313, 464]]}]
82.png	[{"transcription": "MR", "points": [[164, 232], [231, 232], [231, 282], [164, 282]]}, {"transcription": "PAEK", "points": [[162, 273], [265, 273], [265, 340], [162, 340]]}, {"transcription": "체접음식전문", "points": [[494, 268], [947, 293], [938, 459], [485, 433]]}, {"transcription": "POsh", "points": [[166, 317], [287, 334], [279, 398], [159, 381]]}, {"transcription": "슬내포과과", "points": [[2020, 375], [2394, 397], [2386, 543], [2012, 521]]}, {"transcription": "9진 62-35", "points": [[2123, 574], [2389, 591], [2385, 661], [2119, 644]]}]
83.png	[{"transcription": "0n떡", "points": [[32, 89], [80, 89], [80, 187], [32, 187]]}, {"transcription": "Lswtatazd", "points": [[89, 124], [307, 135], [304, 196], [85, 185]]}, {"transcription": "C0a-3F", "points": [[53, 240], [307, 248], [304, 318], [51, 310]]}]
84.png	[{"transcription": "-i-", "points": [[175, 153], [265, 163], [262, 189], [172, 179]]}, {"transcription": "Tt6231-973F", "points": [[14, 244], [284, 247], [283, 316], [13, 312]]}]
85.png	[{"transcription": "S시햇T주전", "points": [[26, 88], [309, 82], [344, 2091], [66, 2097]]}]
86.png	[{"transcription": "Px", "points": [[70, 279], [164, 298], [154, 358], [59, 340]]}, {"transcription": "POri", "points": [[74, 314], [184, 342], [171, 397], [61, 369]]}, {"transcription": "짬록#", "points": [[36, 537], [226, 536], [234, 1866], [44, 1867]]}, {"transcription": "전요식전문", "points": [[52, 2013], [226, 2032], [220, 2095], [46, 2076]]}, {"transcription": "김체볶깝빙지", "points": [[52, 2066], [221, 2084], [215, 2140], [47, 2122]]}, {"transcription": "7그", "points": [[84, 2166], [192, 2166], [192, 2211], [84, 2211]]}, {"transcription": "09-3-85", "points": [[53, 2190], [225, 2202], [221, 2258], [49, 2246]]}]
87.png	[{"transcription": "해인어영탕 |국니내엄|수학어 /신호터당 |치탄내점 풍국리", "points": [[715, 344], [2570, 844], [2535, 970], [681, 470]]}, {"transcription": "V", "points": [[280, 395], [400, 395], [400, 494], [280, 494]]}, {"transcription": "미치한공어사", "points": [[653, 512], [2681, 1032], [2543, 1564], [515, 1043]]}, {"transcription": "기", "points": [[314, 684], [486, 684], [486, 951], [314, 951]]}, {"transcription": "등차완하 문나9문 T062-515-372-8", "points": [[878, 1242], [2078, 1529], [2046, 1662], [846, 1375]]}, {"transcription": "점 ", "points": [[811, 1278], [883, 1278], [883, 1366], [811, 1366]]}]
